,Year,Month,State,City/County,Killed,Injured,Total
816,2020,February,Mississippi,Philadelphia,0,4,4
817,2020,January,California,Delano,1,4,5
818,2020,January,Louisiana,Shreveport,0,4,4
819,2020,January,Florida,Boynton Beach,1,3,4
820,2020,January,California,Merced,0,4,4
821,2020,January,Connecticut,Bridgeport,0,4,4
822,2020,January,Missouri,Cape Girardeau,0,5,5
823,2020,January,New York,Newburgh,3,1,4
824,2020,January,North Carolina,Salisbury,0,6,6
825,2020,January,South Carolina,Hartsville,3,3,6
826,2020,January,North Carolina,Vanceboro,5,0,5
827,2020,January,Washington,Seattle,1,7,8
828,2020,January,Missouri,Kansas City,2,15,17
829,2020,January,Tennessee,Memphis,1,4,5
830,2020,January,Texas,San Antonio,2,5,7
831,2020,January,Texas,South Houston,2,2,4
832,2020,January,Utah,Grantsville,4,1,5
833,2020,January,Illinois,Chicago,0,5,5
834,2020,January,Colorado,Aurora,0,5,5
835,2020,January,Mississippi,Bay Saint Louis,2,2,4
836,2020,January,Georgia,Atlanta,0,4,4
837,2020,January,Florida,Ocala,1,3,4
838,2020,January,New York,Brooklyn,0,4,4
839,2020,January,Ohio,Cleveland,0,4,4
840,2020,January,West Virginia,Huntington,0,7,7
841,2020,January,Missouri,Saint Louis,3,2,5
842,2019,December,Illinois,Danville,0,5,5
843,2019,December,New York,Buffalo,1,3,4
844,2019,December,California,Ceres,0,5,5
845,2019,December,California,Modesto,1,3,4
846,2019,December,Georgia,Kennesaw,0,4,4
847,2019,December,Texas,Houston,2,7,9
848,2019,December,Florida,Saint Petersburg,0,5,5
849,2019,December,California,Oakland,0,4,4
850,2019,December,Iowa,Coralville,1,3,4
851,2019,December,Virginia,Richmond,1,3,4
852,2019,December,Louisiana,New Orleans,0,4,4
853,2019,December,Illinois,Joliet,0,5,5
854,2019,December,North Carolina,High Point,0,6,6
855,2019,December,Maryland,Baltimore,0,7,7
856,2019,December,Minnesota,Minneapolis (Spring Lake Park),1,7,8
857,2019,December,Illinois,Chicago,0,13,13
858,2019,December,Louisiana,Edgard,0,4,4
859,2019,December,Mississippi,Waynesboro,1,6,7
860,2019,December,Alabama,Tuskegee,2,2,4
861,2019,December,Texas,San Antonio,0,4,4
862,2019,December,Montana,Great Falls,4,1,5
863,2019,December,Georgia,Columbus,1,4,5
864,2019,December,California,Ivanhoe,0,4,4
865,2019,December,Missouri,Saint Louis (Moline Acres),1,3,4
866,2019,December,New Jersey,Jersey City,6,3,9
867,2019,December,Texas,Desoto,2,3,5
868,2019,December,Louisiana,New Orleans,1,4,5
869,2019,December,Florida,Pensacola,4,8,12
870,2019,December,Alabama,Montgomery,2,2,4
871,2019,December,Louisiana,Cotton Valley,2,3,5
872,2019,December,Louisiana,New Orleans,2,2,4
873,2019,December,Illinois,Aurora,1,4,5
874,2019,December,Michigan,Kalamazoo,1,3,4
875,2019,December,Louisiana,New Orleans,0,12,12
876,2019,November,Arkansas,Hensley,0,5,5
877,2019,November,Texas,Amarillo,0,7,7
878,2019,November,New York,Bronx,0,5,5
879,2019,November,Florida,Brownsville,2,2,4
880,2019,November,Alabama,Birmingham,1,4,5
881,2019,November,California,Los Angeles,0,6,6
882,2019,November,Louisiana,Cottonport,2,2,4
883,2019,November,California,Los Angeles,0,4,4
884,2019,November,Louisiana,Tallulah,1,6,7
885,2019,November,California,Long Beach,0,5,5
886,2019,November,Washington,Everett,0,4,4
887,2019,November,California,Richmond,0,4,4
888,2019,November,New Jersey,Newark,1,4,5
889,2019,November,California,Fresno,4,6,10
890,2019,November,Ohio,Cleveland,0,4,4
891,2019,November,California,San Diego,6,0,6
892,2019,November,California,Santa Clarita,3,3,6
893,2019,November,Florida,Belle Glade,0,4,4
894,2019,November,Missouri,Kansas City,0,4,4
895,2019,November,Tennessee,Memphis,1,4,5
896,2019,November,Arkansas,Little Rock,0,4,4
897,2019,November,Michigan,Detroit,0,4,4
898,2019,November,Georgia,Vidalia,0,4,4
899,2019,November,North Carolina,Raleigh,1,3,4
900,2019,November,Georgia,Conyers,2,3,5
901,2019,November,Texas,Houston,1,4,5
902,2019,November,Ohio,Toledo,0,4,4
903,2019,November,Texas,Nacogdoches,1,3,4
904,2019,November,Louisiana,Baton Rouge,0,4,4
905,2019,November,Michigan,Detroit,1,4,5
906,2019,November,Arizona,Tolleson,0,5,5
907,2019,November,Texas,San Angelo,0,4,4
908,2019,October,California,Orinda,5,3,8
909,2019,October,Pennsylvania,Philadelphia,4,0,4
910,2019,October,Maryland,Baltimore,1,3,4
911,2019,October,California,Long Beach,3,9,12
912,2019,October,Maryland,Baltimore,1,3,4
913,2019,October,Michigan,Detroit,0,4,4
914,2019,October,Michigan,Lansing,1,4,5
915,2019,October,Texas,Greenville,2,6,8
916,2019,October,Oklahoma,Oklahoma City,2,2,4
917,2019,October,Oklahoma,Oklahoma City (Midwest City),1,3,4
918,2019,October,South Carolina,Sumter,0,4,4
919,2019,October,Texas,Port Arthur,1,3,4
920,2019,October,Pennsylvania,Duquesne,0,4,4
921,2019,October,Texas,El Paso,1,4,5
922,2019,October,Ohio,Columbus,0,4,4
923,2019,October,Pennsylvania,Philadelphia,0,6,6
924,2019,October,Ohio,Akron,0,4,4
925,2019,October,New York,Brooklyn,4,3,7
926,2019,October,Illinois,Chicago,5,0,5
927,2019,October,Pennsylvania,Philadelphia,1,3,4
928,2019,October,Maryland,Baltimore,1,3,4
929,2019,October,Michigan,Eastpointe,1,5,6
930,2019,October,Florida,Tampa,2,2,4
931,2019,October,Pennsylvania,Philadelphia,0,5,5
932,2019,October,Massachusetts,Lowell,0,5,5
933,2019,October,Maryland,Baltimore,1,3,4
934,2019,October,Massachusetts,Abington,5,0,5
935,2019,October,Indiana,Evansville,0,5,5
936,2019,October,Colorado,Denver,0,4,4
937,2019,October,Kansas,Kansas City,4,5,9
938,2019,October,Missouri,Saint Louis,0,5,5
939,2019,October,North Carolina,Roxboro,1,3,4
940,2019,October,Missouri,Marshall,1,3,4
941,2019,October,Missouri,Saint Louis,0,4,4
942,2019,September,Illinois,Round Lake (Round Lake Park),1,3,4
943,2019,September,Wisconsin,Milwaukee,0,4,4
944,2019,September,Florida,Jacksonville,0,4,4
945,2019,September,Kansas,Claflin,0,4,4
946,2019,September,Texas,Beaumont,4,0,4
947,2019,September,Illinois,Chicago,1,3,4
948,2019,September,Indiana,Gary,2,2,4
949,2019,September,Missouri,Kansas City,0,5,5
950,2019,September,Louisiana,New Orleans,0,4,4
951,2019,September,South Carolina,Lancaster,2,8,10
952,2019,September,Indiana,Indianapolis,0,6,6
953,2019,September,Ohio,Cleveland,4,0,4
954,2019,September,Louisiana,New Orleans,1,5,6
955,2019,September,District of Columbia,Washington,1,5,6
956,2019,September,Illinois,Chicago,3,1,4
957,2019,September,California,Wilmington,2,2,4
958,2019,September,Wyoming,Cheyenne,2,2,4
959,2019,September,Missouri,Saint Louis,1,3,4
960,2019,September,California,Oakland,1,4,5
961,2019,September,Georgia,Lagrange,0,4,4
962,2019,September,New Mexico,Albuquerque,1,4,5
963,2019,September,New Mexico,Albuquerque,4,2,6
964,2019,September,Illinois,Chicago,0,4,4
965,2019,September,South Carolina,Sumter,2,2,4
966,2019,September,Louisiana,Alexandria,1,3,4
967,2019,September,North Carolina,Whiteville,3,1,4
968,2019,September,Louisiana,Marrero,2,2,4
969,2019,September,Florida,Jacksonville,0,4,4
970,2019,September,North Carolina,Greensboro,2,2,4
971,2019,September,Illinois,Chicago,0,4,4
972,2019,September,Alabama,Elkmont,5,0,5
973,2019,September,Connecticut,Hartford,1,3,4
974,2019,September,North Carolina,Rocky Mount,0,4,4
975,2019,September,Alabama,Valley,0,7,7
976,2019,September,Ohio,Toledo,0,4,4
977,2019,August,North Carolina,Charlotte,1,3,4
978,2019,August,South Carolina,Moncks Corner,0,4,4
980,2019,August,Pennsylvania,Philadelphia,2,2,4
981,2019,August,Maryland,Baltimore,0,4,4
982,2019,August,Maryland,Frederick,0,4,4
983,2019,August,Illinois,Chicago,2,3,5
984,2019,August,Maryland,Baltimore,1,3,4
985,2019,August,Alabama,Mobile,0,6,6
986,2019,August,Maryland,Baltimore,1,3,4
987,2019,August,New Mexico,Hobbs,3,4,7
988,2019,August,Illinois,Chicago,1,3,4
989,2019,August,Maryland,Temple Hills (Camp Springs),0,7,7
990,2019,August,Massachusetts,Lynn,1,3,4
991,2019,August,Texas,Houston,3,2,5
992,2019,August,Georgia,Dublin,0,4,4
993,2019,August,Missouri,Saint Louis,1,3,4
994,2019,August,South Carolina,Columbia,2,2,4
995,2019,August,California,Los Angeles,0,4,4
996,2019,August,Georgia,Atlanta,0,4,4
997,2019,August,Missouri,Kansas City,0,4,4
998,2019,August,Texas,Houston,0,6,6
999,2019,August,Alabama,Montgomery,2,3,5
1000,2019,August,Pennsylvania,Philadelphia,0,5,5
1001,2019,August,Pennsylvania,Philadelphia,0,6,6
1002,2019,August,Washington,Tacoma,2,3,5
1003,2019,August,Mississippi,Greenwood,0,4,4
1004,2019,August,Illinois,Chicago,0,6,6
1005,2019,August,Virginia,Richmond,0,4,4
1006,2019,August,California,San Francisco,0,4,4
1007,2019,August,Illinois,Chicago,0,4,4
1008,2019,August,Missouri,Saint Louis,3,1,4
1009,2019,August,New York,Brooklyn,0,4,4
1010,2019,August,Louisiana,Lake Charles,0,4,4
1011,2019,August,Illinois,Chicago,1,7,8
1012,2019,August,Tennessee,Memphis,1,3,4
1013,2019,August,Illinois,Chicago,0,7,7
1014,2019,August,Ohio,Dayton,10,17,27
1016,2019,August,Virginia,Suffolk,2,3,5
1017,2019,July,Ohio,Columbus,0,5,5
1018,2019,July,Pennsylvania,Philadelphia,1,5,6
1019,2019,July,California,Gilroy,4,17,21
1020,2019,July,Wisconsin,Chippewa Falls,5,2,7
1021,2019,July,District of Columbia,Washington,0,4,4
1022,2019,July,Illinois,Chicago,0,4,4
1023,2019,July,Kansas,Wichita,1,3,4
1024,2019,July,New York,Brooklyn,1,11,12
1025,2019,July,Washington,Kennewick,1,3,4
1026,2019,July,California,Canoga Park,4,2,6
1027,2019,July,Illinois,Chicago,0,4,4
1028,2019,July,District of Columbia,Washington,0,4,4
1029,2019,July,Pennsylvania,Clairton,0,4,4
1030,2019,July,Maryland,Baltimore,1,3,4
1031,2019,July,Illinois,Chicago,0,7,7
1032,2019,July,Illinois,Chicago,1,3,4
1033,2019,July,Texas,Lubbock,1,3,4
1034,2019,July,Texas,San Antonio,0,4,4
1035,2019,July,Georgia,Atlanta,0,4,4
1036,2019,July,Illinois,Chicago,0,4,4
1037,2019,July,Illinois,Chicago,1,4,5
1038,2019,July,Pennsylvania,Philadelphia,0,7,7
1039,2019,July,Texas,Houston,0,4,4
1040,2019,July,District of Columbia,Washington,2,2,4
1041,2019,July,Michigan,Flint,0,6,6
1042,2019,July,Missouri,Saint Louis,0,5,5
1043,2019,July,Illinois,Chicago,0,4,4
1044,2019,July,Illinois,Chicago,0,4,4
1045,2019,July,New Mexico,Albuquerque,0,4,4
1046,2019,July,California,San Jose,0,4,4
1047,2019,July,Missouri,Saint Louis,5,0,5
1048,2019,July,Massachusetts,Boston,0,6,6
1049,2019,July,Nevada,Reno,1,5,6
1050,2019,July,Illinois,Chicago,0,5,5
1051,2019,July,New York,Brooklyn,0,4,4
1052,2019,July,Illinois,Rockford,0,4,4
1053,2019,July,California,Los Angeles,0,4,4
1054,2019,July,Illinois,Chicago,1,3,4
1055,2019,July,California,Fresno,1,3,4
1056,2019,July,Texas,Katy,2,3,5
1057,2019,July,Missouri,Saint Louis (Wellston),0,4,4
1058,2019,July,Maryland,Baltimore,0,4,4
1059,2019,June,California,Oakland,0,4,4
1060,2019,June,California,Yucaipa,0,5,5
1061,2019,June,Texas,Dallas,2,2,4
1062,2019,June,New York,Bay Shore,0,6,6
1063,2019,June,Connecticut,Hartford,0,4,4
1064,2019,June,Louisiana,Gray,0,4,4
1065,2019,June,Illinois,Chicago,0,5,5
1066,2019,June,Louisiana,Baton Rouge,0,7,7
1067,2019,June,New Jersey,Paterson,0,4,4
1068,2019,June,Connecticut,Hamden,0,5,5
1069,2019,June,Georgia,Atlanta,0,7,7
1070,2019,June,New Jersey,Jersey City,0,4,4
1071,2019,June,Minnesota,Saint Paul,0,5,5
1072,2019,June,Georgia,Atlanta,0,7,7
1073,2019,June,Ohio,Akron,1,3,4
1074,2019,June,Wisconsin,Milwaukee,0,4,4
1075,2019,June,California,La Jolla,1,3,4
1076,2019,June,California,San Jose,5,0,5
1077,2019,June,Indiana,South Bend,1,10,11
1078,2019,June,Ohio,Columbus,0,5,5
1079,2019,June,South Carolina,Abbeville,3,1,4
1080,2019,June,Virginia,Hampton,0,4,4
1081,2019,June,Pennsylvania,Philadelphia,0,4,4
1082,2019,June,Maryland,Baltimore,1,4,5
1083,2019,June,Michigan,Saginaw,1,3,4
1084,2019,June,Illinois,Chicago,0,4,4
1085,2019,June,California,Santa Maria,5,0,5
1086,2019,June,California,Richmond,0,5,5
1087,2019,June,Pennsylvania,Allentown,0,10,10
1088,2019,June,New Jersey,Newark,1,4,5
1089,2019,June,Texas,San Antonio,0,4,4
1090,2019,June,Tennessee,Memphis,0,5,5
1091,2019,June,Pennsylvania,Philadelphia,1,5,6
1092,2019,June,Kentucky,Louisville,1,6,7
1093,2019,June,Iowa,Des Moines,0,6,6
1094,2019,June,Louisiana,Shreveport,0,4,4
1095,2019,June,North Carolina,Charlotte,1,3,4
1096,2019,June,Colorado,Aurora,0,4,4
1097,2019,June,Georgia,Savannah,2,2,4
1098,2019,June,Ohio,Cleveland,1,3,4
1099,2019,June,New York,Buffalo,0,4,4
1100,2019,June,Tennessee,Henning,1,3,4
1101,2019,June,Washington,White Swan,5,2,7
1102,2019,June,Illinois,Chicago,0,4,4
1103,2019,June,Texas,Austin,0,5,5
1104,2019,June,Illinois,Chicago,1,3,4
1105,2019,June,California,Santa Rosa,0,4,4
1106,2019,June,South Carolina,Allendale,0,5,5
1107,2019,June,Illinois,Chicago,0,4,4
1108,2019,June,Virginia,Portsmouth,1,3,4
1109,2019,June,Illinois,Chicago,0,4,4
1110,2019,June,Georgia,Atlanta,0,5,5
1111,2019,June,Georgia,Macon,2,4,6
1112,2019,May,Virginia,Virginia Beach,13,4,17
1113,2019,May,California,West Covina,1,3,4
1114,2019,May,Illinois,Robbins,0,5,5
1115,2019,May,Texas,Cleveland,3,2,5
1116,2019,May,Louisiana,Reserve,1,3,4
1117,2019,May,Missouri,Saint Louis,2,2,4
1118,2019,May,District of Columbia,Washington,0,5,5
1119,2019,May,New Jersey,Trenton,1,5,6
1120,2019,May,District of Columbia,Washington,1,3,4
1121,2019,May,Virginia,La Crosse,0,5,5
1122,2019,May,California,Stockton,1,3,4
1123,2019,May,New Jersey,Trenton,0,9,9
1124,2019,May,Michigan,Detroit,3,2,5
1125,2019,May,Virginia,Chesapeake,1,9,10
1126,2019,May,Maryland,Baltimore,0,4,4
1127,2019,May,Oklahoma,Oklahoma City,0,5,5
1128,2019,May,Oklahoma,Tulsa,2,2,4
1129,2019,May,Louisiana,Alexandria,1,4,5
1130,2019,May,Ohio,Columbus,0,4,4
1131,2019,May,Oregon,Portland,0,5,5
1132,2019,May,Mississippi,Cascilla,1,4,5
1133,2019,May,Alabama,Atmore,1,8,9
1134,2019,May,Indiana,Muncie,1,6,7
1135,2019,May,California,Long Beach,1,4,5
1136,2019,May,Iowa,Cedar Rapids,2,2,4
1137,2019,May,Nebraska,Omaha,0,4,4
1138,2019,May,North Carolina,Winston Salem (Winston-salem),2,4,6
1139,2019,May,California,Sacramento,1,3,4
1140,2019,May,Ohio,Cleveland,0,4,4
1141,2019,May,Louisiana,Saint Rose,0,4,4
1142,2019,May,California,Los Angeles,0,4,4
1143,2019,May,Louisiana,New Orleans,0,4,4
1144,2019,May,Missouri,Saint Louis,4,1,5
1145,2019,May,Pennsylvania,Effort,0,4,4
1146,2019,May,Pennsylvania,Philadelphia,0,5,5
1147,2019,May,Missouri,Saint Louis,0,6,6
1148,2019,May,Indiana,Indianapolis,0,4,4
1149,2019,May,Colorado,Littleton (Highlands Ranch),1,8,9
1150,2019,May,New Jersey,North Bergen,1,4,5
1151,2019,May,California,Oceano,0,6,6
1152,2019,May,Missouri,Saint Louis,1,4,5
1153,2019,May,Indiana,Indianapolis,0,4,4
1154,2019,May,California,Stockton,1,4,5
1155,2019,May,Delaware,Wilmington,0,4,4
1156,2019,May,Texas,Dallas,1,3,4
1157,2019,May,Maryland,Baltimore,0,5,5
1158,2019,May,Maryland,Baltimore,0,4,4
1159,2019,May,Massachusetts,Boston,1,3,4
1160,2019,April,North Carolina,Charlotte,2,4,6
1161,2019,April,Tennessee,Nashville,0,7,7
1162,2019,April,Alabama,Birmingham,0,4,4
1163,2019,April,Maryland,Baltimore,1,7,8
1164,2019,April,Ohio,West Chester,4,0,4
1165,2019,April,Mississippi,Jackson,1,3,4
1166,2019,April,California,Poway,1,3,4
1167,2019,April,California,Los Angeles,0,6,6
1168,2019,April,Pennsylvania,Philadelphia,0,4,4
1169,2019,April,Tennessee,Memphis,0,6,6
1170,2019,April,Kansas,Wichita,0,4,4
1171,2019,April,Kentucky,Louisville,0,4,4
1172,2019,April,Maryland,Germantown,1,3,4
1173,2019,April,Florida,Miami,2,2,4
1174,2019,April,California,Vallejo,1,3,4
1175,2019,April,California,Stockton,0,4,4
1176,2019,April,California,Moreno Valley,0,4,4
1177,2019,April,Illinois,Carbondale,0,4,4
1178,2019,April,Maryland,Baltimore,1,3,4
1179,2019,April,California,Los Angeles,1,4,5
1180,2019,April,Arizona,Phoenix,3,2,5
1181,2019,April,Missouri,Kansas City,1,3,4
1182,2019,April,North Carolina,Winston Salem (Winston-salem),0,7,7
1183,2019,April,Indiana,Indianapolis,2,2,4
1184,2019,April,Delaware,Wilmington,0,6,6
1185,2019,April,Louisiana,Shreveport,0,4,4
1186,2019,April,Florida,Tallahassee,0,4,4
1187,2019,April,Illinois,Chicago,0,6,6
1188,2019,April,Florida,Panama City,1,3,4
1189,2019,April,Georgia,Stockbridge,3,2,5
1190,2019,April,Mississippi,Hermanville,0,4,4
1191,2019,April,Kentucky,Covington,0,5,5
1192,2019,March,Georgia,Atlanta,1,4,5
1193,2019,March,South Carolina,North Charleston,0,7,7
1194,2019,March,Illinois,Chicago,1,4,5
1195,2019,March,Maryland,Baltimore,0,4,4
1196,2019,March,Nevada,North Las Vegas,0,5,5
1197,2019,March,California,San Francisco,1,5,6
1198,2019,March,Arizona,Phoenix,0,7,7
1199,2019,March,Arizona,Phoenix,2,4,6
1200,2019,March,Georgia,Augusta,0,4,4
1201,2019,March,Georgia,Rochelle,1,3,4
1202,2019,March,Nevada,Las Vegas,0,4,4
1203,2019,March,New Jersey,Camden,1,3,4
1204,2019,March,Alabama,Mobile,2,4,6
1205,2019,March,Montana,Missoula,1,3,4
1206,2019,March,New Jersey,Paterson,0,4,4
1207,2019,March,Louisiana,Shreveport,0,4,4
1208,2019,March,Colorado,Denver,1,4,5
1209,2019,March,California,Oakland,0,4,4
1210,2019,March,Illinois,Chicago,0,6,6
1211,2019,March,Arkansas,Pine Bluff,1,4,5
1212,2019,February,California,Oakland,1,3,4
1213,2019,February,Alabama,Birmingham,2,2,4
1214,2019,February,Maryland,Baltimore,1,4,5
1215,2019,February,Kentucky,Elizabethtown,2,2,4
1216,2019,February,Texas,Houston,2,2,4
1217,2019,February,Tennessee,Covington,0,4,4
1218,2019,February,Texas,Henderson,2,2,4
1219,2019,February,Indiana,Evansville,0,5,5
1220,2019,February,Louisiana,New Orleans,1,5,6
1221,2019,February,Mississippi,Clinton,5,0,5
1222,2019,February,Illinois,Aurora,6,6,12
1223,2019,February,Texas,Livingston,5,0,5
1224,2019,February,Virginia,Petersburg,0,4,4
1225,2019,February,New York,Brooklyn,1,3,4
1226,2019,February,Texas,San Antonio,2,2,4
1227,2019,February,District of Columbia,Washington,0,5,5
1228,2019,February,Louisiana,Baton Rouge,0,4,4
1229,2019,February,Illinois,Chicago,2,5,7
1230,2019,February,California,Palm Springs,4,0,4
1231,2019,February,California,San Diego,0,4,4
1232,2019,January,Texas,Houston,2,5,7
1233,2019,January,Alabama,Birmingham,0,5,5
1234,2019,January,Georgia,Albany,0,4,4
1235,2019,January,Louisiana,Gonzales,5,0,5
1236,2019,January,Indiana,Indianapolis,0,5,5
1237,2019,January,New Jersey,Newark,1,3,4
1238,2019,January,Pennsylvania,State College,4,1,5
1239,2019,January,Georgia,Rockmart,4,1,5
1240,2019,January,Florida,Sebring,5,0,5
1241,2019,January,Florida,Miami,0,4,4
1242,2019,January,Pennsylvania,Lebanon,0,4,4
1243,2019,January,South Carolina,Gaffney,1,4,5
1244,2019,January,Illinois,Chicago,0,4,4
1245,2019,January,Florida,Jacksonville,3,2,5
1246,2019,January,Texas,Houston,3,2,5
1247,2019,January,Kentucky,Owensboro,3,1,4
1248,2019,January,Florida,Jacksonville,1,5,6
1249,2019,January,California,Palmdale,3,1,4
1250,2019,January,Arkansas,Little Rock,1,4,5
1251,2019,January,Arizona,Phoenix,1,5,6
1252,2019,January,New Mexico,Roswell,0,4,4
1253,2019,January,Virginia,Hurt,3,2,5
1254,2019,January,California,Torrance,3,4,7
1255,2019,January,Arizona,Yuma,1,3,4
1256,2019,January,Arkansas,Jonesboro,1,3,4
1257,2019,January,South Carolina,Columbia,0,5,5
1258,2019,January,Florida,Tallahassee,0,5,5
1259,2018,December,Ohio,Cleveland,3,2,5
1260,2018,December,Ohio,Lima,1,3,4
1261,2018,December,Missouri,Saint Charles,4,1,5
1262,2018,December,Louisiana,Lutcher,2,2,4
1263,2018,December,Missouri,Springfield,1,6,7
1264,2018,December,Nevada,Las Vegas,0,4,4
1265,2018,December,Maryland,Baltimore,0,5,5
1266,2018,December,Florida,Miami,0,5,5
1267,2018,December,Colorado,Colorado Springs,1,3,4
1268,2018,December,Pennsylvania,Philadelphia,0,4,4
1269,2018,December,Louisiana,Natchitoches,1,3,4
1270,2018,December,Wisconsin,Madison,0,4,4
1271,2018,December,California,Inglewood,0,5,5
1272,2018,December,New York,Corona (Queens),0,5,5
1273,2018,December,Florida,Miami,0,5,5
1274,2018,November,Tennessee,Powell,0,4,4
1275,2018,November,Alabama,Demopolis,2,2,4
1276,2018,November,California,Oakland,0,4,4
1277,2018,November,Texas,Houston,1,3,4
1278,2018,November,Florida,Miami,2,5,7
1279,2018,November,Indiana,Fort Wayne,3,2,5
1280,2018,November,Missouri,Saint Louis,0,4,4
1281,2018,November,Colorado,Denver,1,4,5
1282,2018,November,Pennsylvania,Philadelphia,4,0,4
1283,2018,November,California,Los Angeles (Watts),1,4,5
1284,2018,November,Arkansas,Little Rock,3,1,4
1285,2018,November,Louisiana,Baton Rouge,3,1,4
1286,2018,November,New Mexico,Gallup,4,1,5
1287,2018,November,North Carolina,Dunn,3,1,4
1288,2018,November,Arizona,Globe,3,1,4
1289,2018,November,California,Thousand Oaks,13,2,15
1290,2018,November,New York,Watertown,0,5,5
1291,2018,November,California,Long Beach (North Long Beach),0,4,4
1292,2018,November,Florida,Tallahassee,3,4,7
1293,2018,November,Minnesota,Minneapolis,0,5,5
1294,2018,November,Missouri,Springfield,3,2,5
1295,2018,October,Michigan,Detroit,1,3,4
1296,2018,October,California,Vallejo,2,3,5
1297,2018,October,California,Los Angeles,0,5,5
1298,2018,October,California,Riverside,0,7,7
1299,2018,October,Arkansas,El Dorado,2,2,4
1300,2018,October,Tennessee,Memphis,0,5,5
1301,2018,October,Pennsylvania,Pittsburgh,11,7,18
1302,2018,October,New Jersey,Jersey City,1,3,4
1303,2018,October,Illinois,Chicago,0,5,5
1304,2018,October,Illinois,Chicago,0,6,6
1305,2018,October,Florida,Jacksonville,1,5,6
1306,2018,October,Washington,Lakewood,1,3,4
1307,2018,October,Georgia,Atlanta,0,4,4
1308,2018,October,Tennessee,Columbia,5,0,5
1309,2018,October,Texas,Fort Worth,0,4,4
1310,2018,October,Nevada,Las Vegas,3,1,4
1311,2018,October,California,Palo Alto (East Palo Alto),2,2,4
1312,2018,October,Texas,Taft,4,1,5
1313,2018,October,Missouri,Saint Louis,0,4,4
1314,2018,October,South Carolina,Spartanburg,0,6,6
1315,2018,October,Nevada,Las Vegas,0,4,4
1316,2018,October,Alabama,Birmingham,0,4,4
1317,2018,October,Oklahoma,Tulsa,0,4,4
1318,2018,October,Texas,Houston,1,3,4
1319,2018,October,California,Oakland,0,6,6
1320,2018,October,Georgia,Swainsboro,0,4,4
1321,2018,October,New Mexico,Espanola (Española),1,3,4
1322,2018,October,South Carolina,Florence,2,6,8
1323,2018,October,Pennsylvania,Philadelphia,1,4,5
1324,2018,October,Illinois,Chicago,2,2,4
1325,2018,September,California,Compton,1,3,4
1326,2018,September,Florida,Orlando,1,4,5
1327,2018,September,Pennsylvania,Philadelphia,2,2,4
1328,2018,September,Tennessee,Memphis,3,2,5
1329,2018,September,California,Bakersfield,1,4,5
1330,2018,September,California,Baldwin Park,0,4,4
1331,2018,September,New York,Hempstead,0,4,4
1332,2018,September,District of Columbia,Washington,0,4,4
1333,2018,September,Maryland,Aberdeen,4,3,7
1334,2018,September,New York,Syracuse,0,5,5
1335,2018,September,Wisconsin,Middleton,1,4,5
1336,2018,September,Pennsylvania,Masontown,1,4,5
1337,2018,September,Illinois,Chicago,0,4,4
1338,2018,September,Louisiana,New Orleans (Algiers),0,4,4
1339,2018,September,Tennessee,Memphis,0,4,4
1340,2018,September,Maryland,Silver Spring,4,1,5
1341,2018,September,Wisconsin,Milwaukee,0,4,4
1342,2018,September,California,Bakersfield,6,0,6
1343,2018,September,Illinois,Chicago,0,4,4
1344,2018,September,Tennessee,Memphis,0,5,5
1345,2018,September,Illinois,Elgin,1,3,4
1346,2018,September,Alabama,Auburn,1,4,5
1347,2018,September,Florida,Jacksonville,0,4,4
1348,2018,September,Minnesota,Minneapolis,1,3,4
1349,2018,September,Ohio,Cincinnati,4,2,6
1350,2018,September,Georgia,Albany,0,4,4
1351,2018,September,Texas,San Antonio,0,4,4
1352,2018,September,New Jersey,Paterson,2,2,4
1353,2018,September,Alabama,Birmingham,0,7,7
1354,2018,September,Arkansas,Fort Smith,0,4,4
1355,2018,September,California,San Bernardino,0,8,8
1356,2018,September,New Jersey,Trenton,0,4,4
1357,2018,September,Florida,Fort Lauderdale (Lauderhill),1,3,4
1358,2018,September,Ohio,Cleveland,1,7,8
1359,2018,August,Colorado,Aurora,2,3,5
1360,2018,August,Arkansas,Pine Bluff,1,3,4
1361,2018,August,Florida,Jacksonville,3,9,12
1362,2018,August,Virginia,Richmond,0,5,5
1363,2018,August,Tennessee,Nashville,1,4,5
1364,2018,August,Pennsylvania,Philadelphia,0,4,4
1365,2018,August,Maryland,Baltimore,0,4,4
1366,2018,August,Missouri,Saint Louis,0,4,4
1367,2018,August,Tennessee,Memphis,0,4,4
1368,2018,August,Tennessee,Jackson,1,4,5
1369,2018,August,Ohio,Cleveland,1,3,4
1370,2018,August,Illinois,Chicago,0,5,5
1371,2018,August,New York,Bronx,0,4,4
1372,2018,August,Illinois,Chicago,0,7,7
1373,2018,August,South Carolina,Greenwood,0,5,5
1374,2018,August,Pennsylvania,Wyncote,0,5,5
1375,2018,August,California,Clearlake,4,1,5
1376,2018,August,Pennsylvania,Pittsburgh (East Liberty),0,4,4
1377,2018,August,California,San Francisco,1,4,5
1378,2018,August,Colorado,Thornton,1,3,4
1379,2018,August,Ohio,Columbus,0,4,4
1380,2018,August,Missouri,Saint Louis,0,4,4
1381,2018,August,Michigan,Detroit,0,4,4
1382,2018,August,New Jersey,Paterson,0,4,4
1383,2018,August,Pennsylvania,Philadelphia,2,4,6
1384,2018,August,Illinois,Chicago,1,4,5
1385,2018,August,Illinois,Chicago,1,5,6
